Genero,Tipo_Colegio,Score_Matematicas,Score_Lectura,Score_Ciencias,Score_Total,3_Comidas_por_día,Apoderado_con_estudios_superiores,Internet,estudio_diario,Eval_cont,Psi_evaluacion,uso_digital_escuela,asesoria_parental
Masculino,Publico,353.91600000000005,414.15119999999996,365.1824,377.7498666666666,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,346.21580000000006,397.7529,391.6032,378.5239666666667,No,No,Si,Si,Si,Si,Si,
Femenino,Publico,370.6798,348.5019,433.36889999999994,384.18353333333334,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,321.14340000000004,408.73749999999995,394.39480000000003,374.7585666666667,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,367.0095,443.724,332.24839999999995,380.99396666666667,99,,,,Si,No,No,No
Masculino,Publico,318.6853,371.95640000000003,327.1752,339.27230000000003,Si,Si,Si,Si,No,No,Si,Si
Femenino,Privado,341.48249999999996,288.47819999999996,356.67449999999997,328.87839999999994,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,440.5499000000001,454.5499,507.3603,467.4867,Si,No,Si,No,No,Si,Si,Si
Femenino,Privado,380.6382,451.55959999999993,475.66010000000006,435.9526333333333,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,498.48910000000006,469.91759999999994,431.6702,466.6923,Si,No,,Si,No,Si,Si,Si
Masculino,Publico,385.3775,450.9352,413.38370000000003,416.5654666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,343.0529,415.8388,469.18510000000003,409.35893333333337,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,365.10149999999993,359.7761,343.3071999999999,356.06159999999994,No,No,Si,Si,Si,Si,No,No
Masculino,Publico,343.54769999999996,316.46439999999996,376.6027,345.53826666666663,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,488.81350000000003,454.52509999999995,453.3460999999999,465.5615666666667,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,416.8059,393.9054,430.3031,413.6714666666667, ,,,,Si,No,No,No
Femenino,Publico,353.53959999999995,327.116,358.6074,346.421,Si,No,Si,Si,No,No,Si,
Masculino,Publico,366.01820000000004,303.12609999999995,366.02520000000004,345.05649999999997,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,271.3614999999999,276.6375,299.5436,282.5142,Si,No,No,Si,Si,Si,Si,Si
Masculino,Publico,336.2852,275.5063,386.2177,332.66973333333334,No,No,Si,Si,No,Si,No,Si
Femenino,Publico,365.0539999999999,398.42049999999995,443.85929999999996,402.4446,No,Si,Si,Si,No,No,No,Si
Femenino,Privado,360.5028,396.2371999999999,359.7877,372.17589999999996,No,No,Si,Si,Si,No,No,Si
Femenino,Privado,388.0464,431.7420000000001,366.6686,395.4856666666667,Si,No,Si,Si,No,Si,Si,
Femenino,Privado,347.0127,349.8148,378.7921,358.5398666666667,Si,No,Si,No,Si,Si,Si,No
Masculino,Publico,351.83989999999994,392.92599999999993,398.9759,381.2472666666666,Si,No,No,Si,No,Si,Si,Si
Femenino,Privado,385.3986,403.56139999999994,412.23369999999994,400.39789999999994,Si,,No,Si,Si,Si,Si,No
Masculino,Publico,491.7695,485.80369999999994,495.06149999999997,490.8782333333333,Si,Si,Si,Si,No,No,No,No
Femenino,Publico,306.9468,342.1677,339.7656,329.6267,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,311.1273,289.2198,352.5272,317.62476666666663,No,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,379.14339999999993,434.9567,380.65199999999993,398.2506999999999,Si,No,Si,Si,Si,Si,No,No
Masculino,Publico,427.79470000000003,474.33329999999995,468.1489,456.7589666666666,Si,No,Si,No,No,No,Si,Si
Masculino,Publico,379.25,386.5624,401.8886000000001,389.2336666666667,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,301.83810000000005,262.509,276.1502,280.1657666666667,Si,No,No,No,Si,No,Si,Si
Femenino,Publico,371.06559999999996,363.15580000000006,360.6984,364.9732666666667,No,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,461.3951,459.78420000000006,495.38320000000004,472.1875,Si,No,Si,No,No,Si,No,No
Femenino,Publico,390.0235,483.6911,382.48639999999995,418.7336666666667,No,No,Si,Si,Si,No,Si,Si
Masculino,Privado,355.01840000000004,308.091,334.19429999999994,332.4345666666666,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,486.1174,495.4961,485.68999999999994,489.10116666666664,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,550.9585,581.9909,564.591,565.8467999999999,Si,Si,Si,Si,No,No,No,No
Masculino,Publico,396.1011,382.33329999999995,415.1782,397.87086666666664,Si,No,Si,,No,No,Si,Si
Femenino,Publico,352.9923,394.4972,396.1604,381.2166333333333,Si,Si,Si,Si,Si,No,No,
Femenino,Publico,360.4855,385.2781999999999,427.1794,390.9810333333333,No,No,No,Si,Si,No,Si,Si
Masculino,Privado,292.6953,296.96899999999994,266.88899999999995,285.5177666666666,No,No,Si,Si,Si,No,No,Si
Masculino,Publico,477.49760000000003,499.18140000000005,505.1518,493.94360000000006,No,No,Si,,No,Si,Si,Si
Femenino,Publico,290.4767,293.51969999999994,361.3278,315.1080666666667,Si,No,No,Si,Si,Si,Si,Si
Masculino,Publico,432.4379,460.17519999999996,473.6052000000001,455.4061,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,386.5494,410.5356,445.00769999999994,414.0309,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,338.5407,346.77239999999995,330.9874,338.7668333333333,Si,No,Si,No,Si,No,Si,Si
Femenino,Publico,316.5781,314.36029999999994,292.6421,307.86016666666666,Si,No,Si,,Si,No,No,
Masculino,Publico,505.6178000000001,536.4673,538.9553999999999,527.0135,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,328.5188,349.3166,344.9354,340.9236,Si,Si,No,Si,No,No,No,Si
Femenino,Publico,487.971,440.43539999999996,522.4528,483.6197333333333,No,No,Si,Si,No,No,Si,No
Femenino,Privado,390.7881,346.60509999999994,361.9791,366.4574333333333,No,No,Si,Si,No,Si,Si,
Femenino,Publico,536.013,514.8778,524.9443000000001,525.2783666666668,Si,Si,Si,No,Si,No,Si,Si
Femenino,Privado,329.0959,319.6386,317.3292,322.0212333333333,Si,No,No,Si,Si,No,No,Si
Masculino,Privado,324.39410000000004,321.74350000000004,335.0736,327.0704,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,288.28080000000006,344.9852,385.7154,339.6604666666667,Si,No,Si,Si,Si,Si,No,Si
Femenino,Privado,402.8085,435.14570000000003,462.14579999999995,433.3666666666666,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,541.681,621.286,507.2664,556.7444666666667,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Privado,383.2429,466.24670000000003,376.67539999999997,408.72166666666664,No,No,Si,Si,No,Si,Si,Si
Masculino,Privado,602.9442,592.8289000000001,569.5745,588.4492,Si,No,Si,Si,Si,Si,No,No
Femenino,Publico,339.81759999999997,322.7706,356.1787,339.58896666666664,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,438.8945,403.3152,494.52199999999993,445.57723333333325,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,368.88020000000006,352.9417,426.79230000000007,382.87140000000005,Si,Si,Si,,Si,No,Si,Si
Femenino,Publico,437.8932000000001,447.23990000000003,476.8394,453.99083333333334,No,Si,Si,No,No,Si,No,Si
Masculino,Publico,512.074,511.9517000000001,597.5850999999999,540.5369333333333,Si,No,Si,Si,No,No,No,No
Femenino,Privado,364.5104,351.4515,350.0081,355.3233333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,279.16240000000005,280.67670000000004,315.16669999999993,291.6686,Si,No,No,,Si,No,No,Si
Femenino,Privado,506.5085,517.8336999999999,517.8052,514.0491333333333,Si,No,Si,No,No,Si,Si,Si
Femenino,Privado,475.7852,453.75380000000007,484.2778,471.27226666666667,Si,Si,Si,Si,Si,Si,No,
Femenino,Publico,317.9023,292.91050000000007,312.23269999999997,307.6818333333334,Si,No,Si,No,Si,Si,Si,Si
Masculino,Privado,349.9863,442.3912,367.0407000000001,386.47273333333334,No,No,Si,Si,Si,Si,No,
Masculino,Publico,424.85069999999996,508.8026,479.254,470.96909999999997,No,No,Si,Si,No,Si,Si,Si
Masculino,Privado,426.1165,423.6961,439.2138,429.67546666666664,Si,No,Si,Si,Si,Si,No,Si
Masculino,Privado,311.9209,379.3576,338.1857000000001,343.15473333333335,No,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,333.25120000000004,392.7093,312.6394,346.19996666666674,No,No,Si,Si,Si,Si,No,Si
Masculino,Publico,443.1964,448.1474,427.55549999999994,439.6331,Si,Si,Si,No,No,Si,Si,
Masculino,Privado,536.0038000000001,595.3538000000001,591.0413000000001,574.1329666666668,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,516.9444000000001,524.1805,566.0199,535.7149333333334,Si,Si,Si,Si,Si,Si,No,Si
Femenino,Publico,412.6755,385.8122,384.6864,394.39136666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,362.9815,444.5303,396.6202,401.37733333333335,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,433.21630000000005,518.6539,471.4267,474.4323,Si,No,Si,Si,Si,No,No,Si
Masculino,Publico,360.6357,303.408,387.66229999999996,350.5686666666666,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,432.28120000000007,495.78499999999997,461.90749999999997,463.32456666666667,Si,No,Si,Si,Si,No,No,No
Femenino,Privado,330.53720000000004,394.1254,329.953,351.53853333333336,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,374.42969999999997,404.52969999999993,452.82790000000006,410.59576666666663,No,No,Si,No,No,No,Si,Si
Femenino,Publico,530.4907999999999,539.2275999999999,492.7058,520.8080666666666,Si,No,Si,Si,No,Si,Si,
Masculino,Privado,513.2577,486.54499999999996,462.34499999999997,487.38256666666666,Si,,Si,No,Si,Si,Si,Si
Femenino,Publico,537.2386999999999,579.2434999999999,552.4758,556.3193333333334,Si,Si,Si,Si,No,Si,No,No
Masculino,Publico,461.9184,513.6878999999999,492.21930000000003,489.2752,Si,Si,Si,No,Si,Si,Si,
Masculino,Publico,383.2586,415.61289999999997,374.17300000000006,391.01483333333334,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,364.25190000000003,391.05879999999996,411.65369999999996,388.9881333333333,No,No,Si,No,No,Si,Si,Si
Femenino,Publico,343.7041,418.47209999999995,398.5991,386.92509999999993,Si,Si,Si,No,No,No,Si,No
Femenino,Privado,303.59180000000003,293.45799999999997,321.5657,306.2051666666667,Si,Si,No,Si,No,No,Si,Si
Masculino,Privado,340.72200000000004,341.862,374.43539999999996,352.3398,Si,No,No,,Si,No,No,Si
Femenino,Publico,338.48150000000004,339.5443000000001,327.3697,335.13183333333336,No,No,No,Si,No,Si,No,No
Femenino,Publico,369.219,413.0356,344.73750000000007,375.6640333333333,No,No,No,Si,No,No,No,Si
Femenino,Privado,457.4315999999999,487.82919999999996,445.631,463.63059999999996,No,No,Si,Si,No,Si,Si,Si
Masculino,Publico,459.66849999999994,510.13539999999995,437.1644,468.98943333333335,Si,No,Si,No,Si,Si,Si,
Femenino,Publico,348.20889999999997,381.60409999999996,347.7000999999999,359.17103333333324, ,No,Si,,No,Si,Si,Si
Femenino,Privado,309.1662,331.2649,253.47930000000002,297.9701333333333,No,No,No,No,Si,Si,Si,Si
Femenino,Publico,425.27160000000003,420.32280000000003,391.69320000000005,412.42920000000004,Si,No,Si,Si,No,No,No,No
Femenino,Publico,523.457,518.2722,566.4200000000001,536.0497333333334,Si,Si,Si,Si,No,No,No,Si
Masculino,Privado,416.9596,431.5344,470.5119999999999,439.66866666666664,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,366.17310000000003,376.32300000000004,313.8574,352.1178333333334,Si,No,No,Si,Si,Si,No,Si
Femenino,Publico,396.6228,443.2112,423.6624,421.16546666666665,Si,No,No,Si,No,No,No,Si
Masculino,Publico,388.2761,444.7209,404.07980000000003,412.35893333333337,No,No,No,Si,Si,Si,No,Si
Masculino,Publico,338.24300000000005,320.34869999999995,398.67699999999996,352.42289999999997,No,Si,Si,No,Si,No,No,No
Masculino,Publico,308.8561,320.1445,353.4396,327.4800666666667,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,440.4922,553.0699,487.24090000000007,493.60100000000006,Si,No,Si,Si,Si,No,No,
Masculino,Privado,262.5312,251.25259999999997,290.19539999999995,267.9930666666666,Si,No,,Si,Si,Si,Si,Si
Masculino,Publico,266.63689999999997,253.18960000000007,276.0208999999999,265.2824666666666,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,348.64820000000003,401.6916,376.1864,375.50873333333334,99,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,447.418,403.76849999999996,495.0726000000001,448.7530333333334,Si,Si,Si,Si,Si,Si,No,
Masculino,Publico,338.65279999999996,316.58389999999997,356.86490000000003,337.36719999999997,Si,No,No,No,No,No,No,No
Femenino,Privado,476.1571,511.37649999999996,471.2554,486.263,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,450.2683,527.8563,442.7893,473.63796666666667,Si,Si,Si,No,Si,No,No,Si
Masculino,Publico,349.31649999999996,357.136,366.87199999999996,357.77483333333333,Si,No,No,No,Si,Si,Si,Si
Femenino,Publico,386.89849999999996,362.9816,361.83989999999994,370.57333333333327,Si,No,Si,Si,Si,No,Si,Si
Masculino,Privado,396.5953,426.2518,445.12790000000007,422.6583333333333,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,303.4703,357.0797,310.68050000000005,323.7435,No,No,Si,Si,Si,No,Si,Si
Femenino,Publico,408.5246,406.72239999999994,427.68979999999993,414.31226666666663,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,490.2233,516.4342,520.4676999999999,509.0417333333333,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,480.01240000000007,474.053,437.1835,463.74963333333335,Si,,No,Si,Si,No,No,
Masculino,Publico,456.8419,493.0947,515.0282,488.3216,No,No,No,No,Si,No,Si,No
Masculino,Publico,318.8116,289.7545,290.41870000000006,299.6616,No,No,No,No,Si,Si,No,
Femenino,Publico,404.3684999999999,482.4255,391.498,426.0973333333333,Si,Si,Si,Si,Si,No,Si,No
Femenino,Privado,346.41089999999997,310.73620000000005,336.31850000000003,331.1552,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,525.9691,463.18289999999996,524.6332,504.5950666666667,Si,Si,Si,No,No,No,No,Si
Femenino,Publico,427.8293,470.83330000000007,467.1026,455.25506666666666,Si,No,Si,Si,No,Si,No,Si
Masculino,Privado,294.22620000000006,307.26529999999997,258.14570000000003,286.5457333333334,Si,No,Si,No,No,No,Si,Si
Femenino,Publico,272.53990000000005,356.63100000000003,411.86359999999996,347.0115,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,505.89580000000007,518.2126000000001,494.1151,506.0745,Si,,Si,Si,Si,Si,Si,Si
Femenino,Publico,576.2095,635.0299,556.056,589.0984666666667,Si,No,Si,Si,No,No,No,Si
Femenino,Privado,352.6033,329.6669,353.86539999999997,345.3785333333333,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,462.6806,474.71180000000004,469.39070000000004,468.9277,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,465.59469999999993,405.73179999999996,460.0759000000001,443.8008,Si,Si,Si,Si,No,Si,Si,
Masculino,Publico,509.68919999999997,563.0584,542.1883999999999,538.3119999999999,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,521.1677999999999,601.1070000000001,561.7538,561.3428666666667,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,317.6067,321.95290000000006,301.83469999999994,313.7981,Si,No,Si,No,Si,No,Si,Si
Femenino,Publico,368.4874,338.231,336.10600000000005,347.60813333333334,Si,Si,Si,Si,No,No,Si,Si
Femenino,Publico,401.73040000000003,443.0572,424.12209999999993,422.96990000000005,Si,No,Si,Si,Si,Si,No,Si
Masculino,Privado,398.4683,462.8825999999999,460.17210000000006,440.50766666666664,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,459.8857,490.1822,480.9034,476.9904333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,407.0076,427.6482,408.20550000000003,414.2871,No,No,Si,Si,No,Si,No,Si
Masculino,Publico,425.57130000000006,425.66670000000005,448.79740000000004,433.3451333333334,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,382.8466,475.7834999999999,369.63460000000003,409.42156666666665,No,No,Si,Si,Si,No,Si,Si
Femenino,Privado,382.7063999999999,357.6336,450.57529999999997,396.9717666666666,Si,No,Si,Si,Si,No,Si,
Masculino,Publico,429.1818999999999,366.5901,365.8372,387.20306666666664,No,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,290.36260000000004,325.83629999999994,288.3552,301.51803333333334,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,377.7,442.25030000000004,435.83000000000004,418.5934333333333,Si,No,No,Si,No,Si,Si,No
Femenino,Privado,340.9697,360.3161,337.74519999999995,346.34366666666665,No,No,No,Si,Si,Si,Si,
Masculino,Privado,373.9014,408.4499,400.10720000000003,394.1528333333334,Si,No,No,Si,No,Si,Si,Si
Masculino,Publico,274.0256,227.94140000000002,265.67560000000003,255.88086666666666,No,No,,Si,No,Si,No,Si
Masculino,Privado,427.02830000000006,434.8472999999999,429.9537,430.60976666666664,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,475.8668999999999,486.13899999999995,527.0703000000001,496.3587333333333,Si,Si,Si,No,No,No,No,No
Femenino,Privado,356.13610000000006,424.5996000000001,382.0668999999999,387.60086666666666,Si,Si,Si,No,Si,Si,No,
Femenino,Publico,296.3226,355.9608999999999,325.26219999999995,325.8485666666666,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,426.03059999999994,442.69220000000007,433.3508,434.0245333333333,Si,No,Si,Si,Si,No,Si,
Masculino,Publico,278.0689,237.9096,294.71389999999997,270.2308,Si,No,Si,,No,No,No,No
Masculino,Publico,375.0802,391.94829999999996,473.55129999999997,413.5266,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,398.3465,427.6866,420.8594000000001,415.6308333333334,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,529.3264999999999,525.5387,469.13599999999997,508.0003999999999,Si,Si,Si,Si,No,Si,Si,
Masculino,Publico,443.221,530.798,414.55879999999996,462.85926666666666,Si,No,Si,Si,No,No,No,Si
Masculino,Publico,496.7599,578.0389999999999,623.3608,566.0532333333332,Si,Si,Si,No,No,Si,Si,Si
Masculino,Publico,458.55169999999987,471.9103,515.6005,482.0208333333333,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,343.02829999999994,334.52849999999995,344.4565,340.67109999999997,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,493.06360000000006,503.2027,520.1542,505.4735,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,362.5191,514.49,409.0476,428.6855666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,397.03550000000007,470.3845,389.42299999999994,418.9476666666667,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,419.59530000000007,507.2848,429.8014,452.22716666666673,Si,No,Si,Si,Si,Si,No,
Femenino,Publico,377.52110000000005,457.42359999999996,380.9193,405.288,Si,Si,Si,Si,Si,No,No,Si
Femenino,Privado,350.9402,439.5549,368.6492999999999,386.38146666666665,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,259.34700000000004,302.6318,295.8116,285.93013333333334,No,No,Si,Si,Si,Si,Si,Si
Masculino,Privado,373.95079999999996,339.44559999999996,436.9612,383.4525333333333,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,413.4895,414.12080000000003,464.7542,430.7881666666667,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,377.91499999999996,385.714,402.11640000000006,388.5818,Si,No,No,Si,No,No,Si,No
Masculino,Publico,362.79240000000004,371.5199999999999,378.17870000000005,370.83036666666675, ,,,,No,Si,No,No
Femenino,Privado,387.78540000000004,365.67279999999994,393.4072,382.2884666666667,Si,No,Si,No,Si,Si,No,Si
Masculino,Publico,333.5793,386.48409999999996,368.0268,362.6967333333334,Si,No,No,Si,No,Si,Si,Si
Masculino,Privado,313.50949999999995,356.1459999999999,355.80519999999996,341.8202333333333,No,No,Si,Si,No,Si,Si,Si
Femenino,Publico,305.5069,329.5587,331.6652,322.24359999999996,Si,No,Si,Si,Si,No,Si,Si
Femenino,Publico,488.01239999999996,445.6232,503.2138,478.94980000000004,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,363.84360000000004,403.07509999999996,354.0548,373.6578333333334,Si,No,No,Si,No,No,Si,
Masculino,Publico,410.3538,464.4235,460.92780000000005,445.2350333333334,No,No,Si,Si,Si,Si,Si,
Masculino,Publico,433.5554,433.0439,455.7925,440.7972666666667,Si,Si,Si,Si,Si,Si,No,
Femenino,Publico,447.4446000000001,519.0962,513.2472,493.2626666666667,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,444.1588,472.39510000000007,481.1735,465.9091333333334,Si,No,Si,Si,Si,No,Si,No
Femenino,Publico,419.41400000000004,502.3582,415.28330000000005,445.6851666666667,Si,No,Si,Si,Si,Si,No,Si
Masculino,Privado,454.14549999999997,441.2353,473.8263,456.40236666666664,No,No,Si,Si,No,Si,Si,Si
Masculino,Publico,318.54319999999996,286.57970000000006,270.95719999999994,292.0267,Si,No,Si,No,No,No,No,No
Masculino,Publico,294.01,325.9659,316.77149999999995,312.2491333333333,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,480.2125,453.7937,469.25069999999994,467.75229999999993,Si,Si,Si,Si,Si,No,No,
Femenino,Privado,442.1183,478.6656999999999,467.683,462.8223333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,447.8839999999999,372.51470000000006,428.8643,416.421,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,332.1826,240.411,288.8931999999999,287.16226666666665,No,No,Si,Si,No,Si,Si,Si
Femenino,Privado,371.1397,330.1513000000001,379.7906,360.3605333333334,No,No,No,No,Si,Si,No,Si
Femenino,Publico,350.8027000000001,393.8816,400.67580000000004,381.78670000000005,Si,No,No,No,No,Si,Si,Si
Masculino,Privado,482.82249999999993,520.2977,545.7837000000001,516.3013,Si,No,Si,Si,Si,Si,No,Si
Femenino,Privado,309.72700000000003,318.118,318.8967,315.5805666666667,Si,,No,Si,Si,Si,No,
Femenino,Publico,316.0665,402.7811,366.2703,361.7059666666667,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,320.67629999999997,397.44559999999996,371.1342,363.08536666666663,Si,No,Si,Si,No,Si,No,Si
Femenino,Publico,460.0222999999999,519.1497999999999,489.76800000000003,489.64669999999995,Si,No,Si,Si,No,No,No,No
Femenino,Publico,389.85060000000004,447.5302999999999,354.51239999999996,397.2977666666666,Si,Si,Si,No,Si,Si,Si,
Masculino,Publico,385.536,409.1955,402.74619999999993,399.1592333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,412.3555,444.3639,402.2814,419.66693333333336,Si,No,Si,No,No,Si,No,Si
Femenino,Publico,326.57030000000003,303.52869999999996,369.90780000000007,333.3356,99,No,No,,No,No,No,Si
Femenino,Publico,356.4317,369.745,416.74120000000005,380.9726333333333,Si,No,Si,Si,Si,Si,Si,No
Masculino,Publico,542.2501,557.1433000000001,498.8701,532.7545,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,441.4393,448.71009999999995,465.4617999999999,451.87039999999996,Si,Si,Si,No,No,No,Si,Si
Femenino,Publico,387.64880000000005,349.0825,395.78080000000006,377.5040333333334,Si,No,Si,Si,Si,No,Si,Si
